"annual_sales_usd","client_calls_week","meetings_week","emails_week","avg_call_minutes","lead_quality","crm_minutes_day","coffee_cups_day","distractions_minutes_day","morale_score","printer_jams_week"
160894.352681168,42.6853016562667,3.33719206528951,24.3437550405283,5.62244698117143,48.2959511480271,29.762429597706,1.64722417586346,61.7228606328482,8.88296731660349,2.0227788652418
137757.261074054,28.2827831388295,2.60061912639344,18.4835473100994,3.64451100232546,43.9048385320714,45.4311345160476,2.82100490534705,19.707422345408,7.87302609837945,1.42950535891473
184711.867072623,39.2531430351735,3.84817884292342,29.2402279876911,5.63094337280255,60.4941604457448,62.6349132890451,3.01691666616697,17.2545711784767,7.54722122571767,0.98156162085195
165186.57888278,37.2372609354628,1.11781743462627,16.9399261116683,8.24410546726076,67.8976353683766,51.251836126689,1.69008167241061,24.0634420249108,8.43654431989436,0.513967532795003
160291.028069247,32.0002434624386,2.31544578945242,23.1813523283429,5.05139645136068,74.3866301539785,38.0282364490927,4.19413750802499,17.080298601757,5.99859443010427,0.824012402850093
170381.421195895,15.3551987119149,3.50161395316682,26.4954084456259,5.12656263184085,73.4653146113841,44.951790082183,3.08358797119002,19.6793957973812,7.88493970889297,2.3113355836137
162806.499065657,31.3836788228899,1.7093004246946,22.2915435969502,8.99385766052265,62.1779014208224,26.4896767914623,5.03540816390278,66.5043153342355,8.02884453406803,1.9504669786667
160077.434233145,28.8188996317842,0.674584610822734,20.386008958698,6.33840091446862,55.8275382926354,60.8656160070463,3.48285352552977,21.3290834487622,5.93303820704741,3.99836125375934
184199.32712472,39.0219899716758,2.96588569236089,20.1058023040419,3.57195546622988,60.2278507813942,59.1614853710551,2.59299195042415,25.7936094525882,10,1.54195688230478
177177.260874867,33.7358811634391,1.80384158277532,19.3490871136852,4.22885534714046,67.1938142620766,34.6728428486126,3.67147783684019,33.1096658327158,7.92305452115544,2.1084462896604
168469.346269159,34.3260676609586,1.91065497574154,32.2632156215273,9.61879201327106,74.5045718967136,69.367228233839,3.06669605611923,70.3090457324205,7.20963293612167,0.852127899589298
141956.854058364,31.4261004926575,3.16889336082247,22.097537467438,8.03496655516315,51.4631368880842,66.8374783945545,3.19514165913133,27.2383276521257,7.44675232376237,1.30437083192282
183178.493814415,36.0070706053444,4.51461189033211,15.5659731866748,5.92376737225794,45.2633975475995,22.2602813539781,4.01243827601053,39.1706512499378,7.18512068471134,2.20191322833187
121646.431070833,35.9676512801394,2.44478098354607,18.2845280512472,3.06563462221372,34.6191623337011,73.6971580000129,4.25035192670445,40.4906702903707,8.91899818197419,2.91287425816154
151433.677414123,15.0780669848453,3.34724106981582,14.8735776796526,3.17433450215347,42.9658348968274,41.7615282946107,2.76841929296094,28.9628318587439,6.30857516476613,3.77273067899583
167042.845872512,50.1230134936733,0.2754912916496,25.0491579527422,4.0353023390518,50.625569953795,68.0722003033067,2.77481921834113,0,7.82283009935936,1.22537856096308
176924.8008074,43.5476733126497,2.49042832645773,19.9580108461615,3.93293562634282,52.6850741978925,18.2949124128468,3.17505138852062,59.4099160353196,5.62744067908958,0.449259294346158
162840.587651209,39.958079044771,0.66085120739606,24.0013281195763,5.67936945510788,63.2319911068057,46.0804067913001,2.10236522957404,31.2904264952704,3.76596308503343,1.11346959608687
124946.026112722,30.7575305263976,0.697711669672299,24.1542642462331,8.10998829106012,49.1833404307095,48.0899363185716,4.21766494064435,42.7698347763021,5.14952708243401,2.92009798347495
179071.182769689,44.2077209986324,3.80829639529108,0.663692286223586,5.44828717195973,56.3097552443191,40.1700392539573,3.58692793628908,21.5130656552216,8.76733471385621,2.40534975026914
145104.022808319,35.0419518731878,3.09816811272235,15.8165207133183,4.92832776865208,46.6010933877046,53.5689581454119,1.66869394783357,45.169332112099,8.40619029966425,1.63420890119831
112023.800003778,36.5178658076674,2.9760854391738,37.0807985176481,4.28535887662035,45.5177411454017,31.3914853593071,2.43726453885826,50.2209293477444,6.55439218195265,2.97778071973154
165055.266695114,25.4717400820583,1.86566393952897,23.394145651633,4.22807379680411,55.6577409173453,40.9542193674539,2.81797850270528,61.4656874780049,7.29695517778633,1.64719484806764
151619.00105891,51.1924228508125,1.11801364921847,21.0078050125289,5.5232760488215,41.9608375953488,29.3468268883648,3.83487815747639,18.1779968447781,4.75380070349598,3.6498032390003
172143.467535873,38.433861274029,2.82961421844096,25.670123439693,4.16865211998203,50.6549554297467,48.4529989725914,3.68484891026299,38.9251120391033,6.86286374700495,0.303198936156187
174488.850368269,55.1727545117779,1.27056232093778,25.9302034855023,8.96114210484606,91.5924179315947,42.8660441064661,4.03867021378567,30.7108403009322,7.04263693711041,1.43492660927558
199680.213413793,53.5785007451359,4.81976367943378,12.7537472148958,5.74192148752649,62.4122919736475,44.9616062122768,4.24578449910159,27.5102730070799,5.73004041945711,1.94648039815954
160774.21142487,38.5233125353337,2.47827610448097,22.0528953763282,7.76003965160465,51.9466108357228,57.2676995606399,3.02817027139189,17.8366856789997,7.17806858425123,2.25361176821321
163759.700057031,43.8079534559765,2.71622523414297,27.1000887350028,5.15044065825877,59.3269727161936,38.1028354633329,2.72704695455574,45.276287432737,6.19618089286753,3.36545016092244
153686.234363042,53.5306608785567,0.820599791331498,23.632189101049,6.31811105788677,69.0042262968684,41.022140662747,2.56733331313697,42.3788097947649,6.68733883765991,1.34349177580708
